date,region,scenario,avg_price_usd_mwh,total_demand_mwh,energy_cost_usd_mwh,congestion_cost_usd_mwh,losses_cost_usd_mwh,renewable_share_pct,curtailment_mwh,hdd,cdd,dart_spread_usd_mwh,natgas_monthly
2025-06-02,CAISO,Baseline,38.4,105465.96916856871,33.6,3.38,1.42,41.5,25719.57082298217,0.0,14.72938366583179,0.99,2.955
2025-06-03,CAISO,Baseline,38.85,110939.85856283206,35.05,2.89,0.9,41.7,18053.964837233376,0.0,9.402030792979879,-0.22,2.955
2025-06-04,CAISO,Baseline,36.82,106862.4183750045,32.86,2.43,1.53,41.0,17316.96835948338,0.0,14.18395791673693,1.21,2.955
2025-06-05,CAISO,Baseline,35.24,98630.10812233995,33.0,0.99,1.25,40.9,21676.06684346983,0.0,12.761655246431268,1.49,2.955
2025-06-06,CAISO,Baseline,35.75,106425.24811860634,32.94,2.21,0.61,41.1,14031.007220813255,0.0,10.722256870953249,0.3,2.955
2025-06-07,CAISO,Baseline,35.05,97944.44462033416,30.65,3.62,0.78,42.0,27698.949953343148,0.0,9.006840423868255,0.76,2.955
2025-06-08,CAISO,Baseline,33.31,99107.99001916035,31.48,0.94,0.89,41.0,19138.81652801973,0.0,11.239553991536468,-0.57,2.955
2025-06-09,CAISO,Baseline,40.57,110609.2958838837,38.01,0.97,1.59,41.4,16541.079063289846,0.0,11.177055565776644,1.18,2.955
2025-06-10,CAISO,Baseline,37.15,109529.5936013953,34.06,2.28,0.81,40.9,17064.27918283777,0.0,9.130667123652081,-0.07,2.955
2025-06-11,CAISO,Baseline,36.35,97344.97305553585,33.4,1.83,1.12,41.9,8443.246066276295,0.0,10.474313710616372,0.17,2.955
2025-06-12,CAISO,Baseline,39.7,111509.5815962186,36.71,1.53,1.46,41.6,17511.26009923501,0.0,11.155850769780933,-0.19,2.955
2025-06-13,CAISO,Baseline,38.62,105337.94401104747,33.99,3.02,1.61,42.0,11382.935891452857,0.0,12.83164405656889,-0.12,2.955
2025-06-14,CAISO,Baseline,39.42,114515.14004089322,35.32,2.84,1.27,41.6,21860.03278989673,0.0,13.593585853537768,0.26,2.955
2025-06-15,CAISO,Baseline,38.53,118661.03416833366,36.34,0.9,1.29,42.1,14616.041974922036,0.0,13.670836658931414,-0.6,2.955
2025-06-16,CAISO,Baseline,38.16,108802.47980807052,34.74,2.14,1.27,41.8,9974.246828962167,0.0,15.215256528640879,-0.55,2.955
2025-06-17,CAISO,Baseline,37.05,94213.59686225119,34.24,1.41,1.4,41.0,16090.671840906112,0.0,11.278869165012225,-0.65,2.955
2025-06-18,CAISO,Baseline,35.0,94513.61588927788,32.62,1.64,0.73,42.7,27851.48035838933,0.0,16.62688525455051,0.0,2.955
2025-06-19,CAISO,Baseline,38.68,111388.16216992411,35.21,2.75,0.73,41.0,14411.96763822903,0.0,10.990033173101093,-0.3,2.955
2025-06-20,CAISO,Baseline,38.86,103590.75952192885,34.37,2.77,1.73,40.5,20331.878728812237,0.0,12.709641155520952,1.67,2.955
2025-06-21,CAISO,Baseline,38.79,109925.93650825505,36.02,1.56,1.21,41.2,19948.782786503645,0.0,10.89176466041247,-0.36,2.955
2025-06-22,CAISO,Baseline,35.82,95331.47725707418,32.53,2.07,1.22,41.3,19666.855853199053,0.0,14.110421780321168,3.06,2.955
2025-06-23,CAISO,Baseline,35.28,106016.40579099309,33.83,0.94,0.51,41.8,7112.125382183953,0.0,11.88259597531692,-0.59,2.955
2025-06-24,CAISO,Baseline,35.26,102750.22100049737,32.58,1.26,1.42,41.5,9268.628030974158,0.0,9.26117010621461,2.06,2.955
2025-06-25,CAISO,Baseline,35.13,104887.23227788188,31.84,2.0,1.3,41.4,17537.79169841632,0.0,14.781061961732405,1.64,2.955
2025-06-26,CAISO,Baseline,38.06,108538.37317468342,34.03,2.23,1.79,41.8,20772.178618945454,0.0,13.9703018382225,2.73,2.955
2025-06-27,CAISO,Baseline,37.35,114719.02294025126,34.15,1.88,1.32,42.5,9171.943018603759,0.0,13.252872964167146,0.61,2.955
2025-06-28,CAISO,Baseline,38.83,103132.73503175365,35.14,2.58,1.11,42.5,26082.140374963776,0.0,9.053502719930648,0.4,2.955
2025-06-29,CAISO,Baseline,36.98,101777.84952717095,33.16,2.53,1.29,41.5,18591.419900897283,0.0,8.141669562681983,0.59,2.955
2025-06-30,CAISO,Baseline,35.41,98281.0276924833,34.24,0.0,1.18,41.1,10363.960975737868,0.0,9.56604310332484,0.65,2.955
2025-07-01,CAISO,Baseline,39.53,107003.86746338052,36.15,2.35,1.03,41.2,11703.037398196337,0.0,10.782170833345283,0.3,2.825
2025-07-02,CAISO,Baseline,37.41,100589.5817290663,33.27,2.67,1.47,40.9,8601.57631090591,0.0,12.308145693848065,0.2,2.825
2025-07-03,CAISO,Baseline,38.46,113982.27110421061,34.64,2.68,1.14,41.3,9876.385406956932,0.0,13.607941003324871,0.17,2.825
2025-07-04,CAISO,Baseline,36.25,101665.86548199432,33.48,1.58,1.19,41.7,11215.972956955153,0.0,12.673772974064551,-0.34,2.825
2025-07-05,CAISO,Baseline,38.22,106770.33665260662,36.25,0.57,1.4,41.8,11762.713318259499,0.0,13.51592622155021,1.5,2.825
2025-07-06,CAISO,Baseline,38.69,106144.22139372233,35.21,2.69,0.79,41.3,26364.91792175406,0.0,9.367089027466228,1.04,2.825
2025-07-07,CAISO,Baseline,35.54,108348.93311339943,32.97,1.57,1.0,41.3,19747.677433318968,0.0,10.967896879608215,0.16,2.825
2025-07-08,CAISO,Baseline,40.79,119801.83495560857,36.71,3.37,0.72,41.4,7813.519878381636,0.0,9.367694287085627,0.51,2.825
2025-07-09,CAISO,Baseline,34.59,95025.42742781919,32.36,1.26,0.97,42.3,23780.554596553084,0.0,13.777358789184866,0.02,2.825
2025-07-10,CAISO,Baseline,37.39,106235.30631039044,33.7,2.18,1.52,41.5,26738.694245749117,0.0,6.381175179172011,-1.13,2.825
2025-07-11,CAISO,Baseline,39.67,112909.15176147476,34.77,3.91,0.99,41.1,15450.899879064982,0.0,12.321130753501702,1.6,2.825
2025-07-12,CAISO,Baseline,41.31,113547.34132419025,36.45,3.8,1.06,40.9,6183.630368422545,0.0,9.215933912265282,0.3,2.825
2025-07-13,CAISO,Baseline,36.98,97135.79410271288,33.25,1.98,1.75,41.8,30944.486836809156,0.0,11.61733175056472,1.03,2.825
2025-07-14,CAISO,Baseline,39.9,107390.67874706243,36.08,2.68,1.14,42.1,26474.46572935045,0.0,9.38960578614481,1.12,2.825
2025-07-15,CAISO,Baseline,37.54,102950.84960878022,33.77,2.75,1.02,41.8,7001.335785169884,0.0,13.263696055122871,0.13,2.825
2025-07-16,CAISO,Baseline,36.41,104499.16663312847,32.95,1.8,1.65,41.6,28172.98438050902,0.0,12.189744595286019,0.05,2.825
2025-07-17,CAISO,Baseline,35.13,98648.19123440594,32.8,1.53,0.8,41.9,29245.792770284294,0.0,9.80591348409293,1.84,2.825
2025-07-18,CAISO,Baseline,39.5,114887.1373733293,36.22,2.46,0.82,41.6,11826.807237876994,0.0,10.111271915861277,0.32,2.825
2025-07-19,CAISO,Baseline,36.15,107000.19482005165,33.8,1.22,1.13,41.5,15798.37416789827,0.0,9.609869433824219,1.6,2.825
2025-07-20,CAISO,Baseline,37.78,105684.29865713188,34.39,1.96,1.42,41.1,26056.272431632566,0.0,9.879927543725138,0.56,2.825
2025-07-21,CAISO,Baseline,34.07,99122.4438480174,31.78,1.63,0.66,41.2,29923.6744980277,0.0,8.06015306564342,1.54,2.825
2025-07-22,CAISO,Baseline,33.38,98452.29732675994,30.06,2.43,0.89,41.9,21612.928922051204,0.0,6.698226272083129,-0.04,2.825
2025-07-23,CAISO,Baseline,36.05,100731.90879388664,33.64,2.09,0.32,42.1,30132.7079723224,0.0,10.288725324179232,2.15,2.825
2025-07-24,CAISO,Baseline,37.68,105278.62635186702,32.86,3.1,1.72,40.7,25844.465054911914,0.0,8.080864520457776,0.21,2.825
2025-07-25,CAISO,Baseline,35.36,94253.62210708114,32.38,1.82,1.17,41.0,25782.61200804117,0.0,8.704101148738179,1.03,2.825
2025-07-26,CAISO,Baseline,39.3,105779.95954920363,35.38,2.93,0.99,41.7,8552.515870925616,0.0,11.981682818229928,1.1,2.825
2025-07-27,CAISO,Baseline,36.23,111658.80410786398,34.01,1.18,1.04,41.5,20881.373217159187,0.0,9.427355339397842,0.34,2.825
2025-07-28,CAISO,Baseline,35.65,109902.02338443146,34.12,0.91,0.61,42.0,6927.034141836063,0.0,6.584914784590296,2.37,2.825
2025-07-29,CAISO,Baseline,39.57,116051.72134570415,33.67,4.01,1.88,42.1,8390.087923926385,0.0,9.668015666598421,0.77,2.825
2025-07-30,CAISO,Baseline,37.05,101659.51975398348,32.82,2.94,1.29,41.9,17628.635251013027,0.0,6.515261814216615,0.83,2.825
2025-07-31,CAISO,Baseline,38.42,100572.92890444359,34.41,2.56,1.45,41.2,8787.743856587884,0.0,9.566236882498597,-1.17,2.825
2025-08-01,CAISO,Baseline,34.72,108788.46794126899,31.77,1.19,1.76,40.4,20440.939838176342,0.0,7.366935051998894,0.51,2.796
2025-08-02,CAISO,Baseline,38.87,102631.15458097226,34.32,3.01,1.53,41.7,15711.854751304445,0.0,9.67665858949228,0.43,2.796
2025-08-03,CAISO,Baseline,42.52,116463.01764351118,36.46,4.21,1.85,41.3,26057.278671057815,0.0,6.553857617905184,1.87,2.796
2025-08-04,CAISO,Baseline,37.51,104369.35910547245,34.15,2.23,1.14,40.7,7386.932553845755,0.0,7.3991863905031146,1.68,2.796
2025-08-05,CAISO,Baseline,37.5,102590.68262003004,34.21,1.93,1.35,42.0,25870.2006854708,0.0,10.167101373519785,0.41,2.796
2025-08-06,CAISO,Baseline,34.56,107754.77884445938,31.37,2.13,1.06,41.2,10381.714629714552,0.0,5.69705816889471,-0.52,2.796
2025-08-07,CAISO,Baseline,39.73,109492.75601737802,36.29,1.65,1.79,41.5,11743.909508597195,0.0,6.983089318845494,0.08,2.796
2025-08-08,CAISO,Baseline,38.36,108331.29687699105,35.18,1.34,1.84,42.3,10182.403539657302,0.0,8.185599324419918,0.19,2.796
2025-08-09,CAISO,Baseline,38.46,114352.36123294532,35.55,1.6,1.32,40.8,26575.879339113806,0.0,5.426924309929497,0.59,2.796
2025-08-10,CAISO,Baseline,34.73,94197.27475521507,31.7,1.77,1.27,41.0,14989.86392855933,0.0,3.3806146264436343,0.57,2.796
2025-08-11,CAISO,Baseline,33.37,93764.25083221908,31.52,0.75,1.1,41.2,15622.798172352288,0.0,5.880920741280978,-0.2,2.796
2025-08-12,CAISO,Baseline,38.43,105554.89143870604,34.51,2.68,1.24,41.3,13829.680019492635,0.0,7.852066865762133,2.16,2.796
2025-08-13,CAISO,Baseline,37.24,104537.66168249055,34.54,1.08,1.62,41.2,7260.99770002591,0.0,7.324344337639715,0.59,2.796
2025-08-14,CAISO,Baseline,36.0,99015.84339796116,33.13,1.76,1.12,41.1,22818.647831760725,0.0,5.722177948156542,1.88,2.796
2025-08-15,CAISO,Baseline,40.59,112306.37260789164,35.53,3.72,1.33,41.7,6559.019083700118,0.0,3.2831492293072913,0.33,2.796
2025-08-16,CAISO,Baseline,37.6,103219.55164698933,33.29,3.5,0.81,41.2,9512.551569072226,0.0,3.948954077652129,1.82,2.796
2025-08-17,CAISO,Baseline,37.72,108669.23998453704,34.86,2.04,0.82,41.2,8568.044062598108,0.0,7.15962518889113,0.46,2.796
2025-08-18,CAISO,Baseline,36.68,107754.17440138075,32.87,2.45,1.36,41.6,7609.945971049362,0.0,6.661190704071608,-1.84,2.796
2025-08-19,CAISO,Baseline,35.61,97321.74493726275,32.5,1.76,1.36,41.2,8267.176646960937,0.0,5.005542329624976,1.35,2.796
2025-08-20,CAISO,Baseline,36.77,113016.45578522299,34.94,0.5,1.32,41.1,6459.858030960212,0.0,3.366108139931761,0.76,2.796
2025-08-21,CAISO,Baseline,37.71,106472.03389699847,34.63,1.81,1.28,41.2,17234.280416278376,0.0,4.413761979757268,-0.01,2.796
2025-08-22,CAISO,Baseline,34.49,106239.731440394,31.72,2.08,0.7,41.2,19236.024466114595,0.0,4.22401969722123,-0.67,2.796
2025-08-23,CAISO,Baseline,35.63,104635.1633643671,33.62,1.17,0.84,40.8,15151.055908736065,0.0,4.056069700430928,-0.7,2.796
2025-08-24,CAISO,Baseline,36.75,106485.82862140398,33.55,1.82,1.38,42.3,16592.47195788016,0.0,8.378652624110117,0.97,2.796
2025-08-25,CAISO,Baseline,38.63,101819.03445440148,34.99,2.33,1.31,40.9,28101.662584740276,0.0,4.56880779061207,-0.7,2.796
2025-08-26,CAISO,Baseline,34.36,93566.5482113391,31.6,1.74,1.02,41.3,26346.20751737812,0.0,1.2909506164207087,0.51,2.796
2025-08-27,CAISO,Baseline,40.12,103769.3044582358,37.14,1.84,1.14,41.0,21953.52934650341,0.0,1.1793173549047324,1.44,2.796
2025-08-28,CAISO,Baseline,39.55,102952.34832152256,35.07,2.97,1.5,41.8,24054.53826742846,0.0,6.549870419160033,0.65,2.796
2025-08-29,CAISO,Baseline,34.87,93402.76570205692,33.15,0.46,1.26,40.5,25573.571241018737,0.0,2.9637242605016176,1.4,2.796
2025-08-30,CAISO,Baseline,39.89,104789.30924786194,34.98,3.24,1.67,40.9,26599.210679211217,0.0,0.6042363789121126,0.75,2.796
2025-08-31,CAISO,Baseline,36.88,110103.81241047989,35.08,0.39,1.41,41.4,22372.02867010859,0.0,1.9791445088321424,0.27,2.796
2025-09-01,CAISO,Baseline,36.48,105513.71849544994,34.0,1.23,1.25,41.4,18239.795464415383,0.0,3.1681475424579943,-0.62,2.684
2025-09-02,CAISO,Baseline,37.55,98348.76504121981,34.14,2.29,1.12,41.9,11016.34111855551,0.0,3.045642734843753,0.07,2.684
2025-09-03,CAISO,Baseline,37.06,109479.30871326965,34.35,1.35,1.37,40.9,29301.790197036382,0.0,2.9877116745293613,-0.63,2.684
2025-09-04,CAISO,Baseline,33.72,89720.6894244089,30.53,2.18,1.01,41.1,9516.249929831796,0.0,2.547784056708789,0.88,2.684
2025-09-05,CAISO,Baseline,35.93,96600.97284782931,33.45,1.39,1.09,41.5,29610.225356286097,0.7269394323687344,0.0,0.56,2.684
2025-09-06,CAISO,Baseline,31.91,95077.71726985378,29.31,1.36,1.24,41.1,25721.082794211816,0.0,2.0792467444008835,0.65,2.684
2025-09-07,CAISO,Baseline,36.95,104371.03379845658,33.89,1.92,1.14,41.7,10795.186717832414,0.0,5.536745570443394,1.15,2.684
2025-09-08,CAISO,Baseline,39.21,110584.16350388889,36.0,2.11,1.09,41.2,19081.807425028503,0.0,2.9380236467201932,-0.91,2.684
2025-09-09,CAISO,Baseline,36.06,96916.19303940896,33.35,1.77,0.94,41.9,30757.692801123885,3.0651270695142934,0.0,-0.06,2.684
2025-09-10,CAISO,Baseline,32.91,105285.13166415945,29.62,2.53,0.76,41.6,5606.939813810771,0.0,1.4234332005804369,-1.32,2.684
2025-09-11,CAISO,Baseline,38.28,94998.34885418501,34.54,2.18,1.55,40.7,27875.718920732765,1.641740946595199,0.0,1.05,2.684
2025-09-12,CAISO,Baseline,33.72,87997.2988740054,31.53,1.2,1.0,40.4,30248.854029542817,0.979655107164799,0.0,-0.73,2.684
2025-09-13,CAISO,Baseline,38.74,112514.0377215394,34.58,2.62,1.54,41.4,19438.417894055234,3.0572570328020667,0.0,0.45,2.684
2025-09-14,CAISO,Baseline,36.73,94603.50247913755,33.4,2.21,1.12,41.2,17151.79493987067,0.0,1.1292459948003568,-0.45,2.684
2025-09-15,CAISO,Baseline,35.58,96760.95287932787,32.13,2.55,0.89,41.4,17813.86339778579,0.0,2.101172365516973,3.0,2.684
2025-09-16,CAISO,Baseline,33.8,95336.74509566734,31.4,1.27,1.13,41.1,19694.253002639416,0.0,0.2758753011191928,1.19,2.684
2025-09-17,CAISO,Baseline,33.36,90010.6409824163,30.42,1.91,1.02,41.4,27383.65159835728,0.3523515740757617,0.0,1.77,2.684
2025-09-18,CAISO,Baseline,35.8,102846.96341340886,33.36,1.29,1.14,41.0,29488.992409491617,0.0,4.423805569637217,3.42,2.684
2025-09-19,CAISO,Baseline,35.36,104843.17554986176,32.2,2.07,1.1,41.7,16361.626093664736,0.26077845745075834,0.0,-0.3,2.684
2025-09-20,CAISO,Baseline,35.89,104403.5276813169,31.99,2.6,1.3,40.8,25676.293826020315,4.649887874156169,0.0,0.91,2.684
2025-09-21,CAISO,Baseline,36.82,97689.29089365141,34.69,0.93,1.2,40.1,7818.035700721733,0.0,0.668613165804711,0.55,2.684
2025-09-22,CAISO,Baseline,39.36,106092.90570866733,35.16,3.19,1.01,40.6,27647.03322552936,0.0,2.052024996290381,1.99,2.684
2025-09-23,CAISO,Baseline,38.9,106168.72519097032,34.92,3.11,0.86,40.8,20322.07741924796,1.9030961141648604,0.0,1.38,2.684
2025-09-24,CAISO,Baseline,37.38,102732.82696056126,33.66,2.16,1.56,42.5,24559.209705608617,3.8141997723234606,0.0,-0.37,2.684
2025-09-25,CAISO,Baseline,33.65,100756.30055488323,30.35,1.95,1.34,41.6,15900.950596718114,2.3966621688491294,0.0,0.69,2.684
2025-09-26,CAISO,Baseline,38.42,108381.12860514814,35.89,1.25,1.28,40.0,25863.437882888524,2.877055380097957,0.0,-1.5,2.684
2025-09-27,CAISO,Baseline,34.66,100150.06232754822,32.62,0.9,1.14,41.2,6948.971668572079,0.0,0.08888628518285557,0.21,2.684
2025-09-28,CAISO,Baseline,36.84,105387.11634730038,34.06,1.64,1.13,40.3,8831.111231804545,2.5343589681946135,0.0,2.15,2.684
2025-09-29,CAISO,Baseline,35.42,99771.74255446726,31.08,2.95,1.39,40.8,20686.47637139149,4.023313378013565,0.0,-0.68,2.684
2025-09-30,CAISO,Baseline,39.5,114881.620229764,35.26,2.99,1.25,41.3,21472.102112321878,3.678029626167426,0.0,2.29,2.684
2025-10-01,CAISO,Baseline,35.7,98018.41529093173,33.01,1.63,1.05,41.3,11527.458961860482,2.686576712810181,0.0,0.61,2.952
2025-10-02,CAISO,Baseline,35.98,109513.2394955458,33.69,1.37,0.92,40.9,30537.20993071982,6.343374969943422,0.0,1.1,2.952
2025-10-03,CAISO,Baseline,40.45,107036.9089528461,36.91,2.16,1.37,41.4,15684.10493482886,2.338439830292643,0.0,-0.91,2.952
2025-10-04,CAISO,Baseline,32.53,88166.94061659496,29.51,1.68,1.34,40.9,26705.2124986297,1.669798212378332,0.0,0.83,2.952
2025-10-05,CAISO,Baseline,36.96,94578.44733545202,32.29,3.36,1.32,40.5,32508.32562671784,6.660885313914616,0.0,-2.14,2.952
2025-10-06,CAISO,Baseline,37.28,95891.00433045607,32.05,3.83,1.4,40.5,17532.23669893546,5.365418011651084,0.0,-2.09,2.952
2025-10-07,CAISO,Baseline,42.06,106563.49097010365,37.52,3.49,1.04,41.0,25322.777229132516,3.7192338321098894,0.0,-0.88,2.952
2025-10-08,CAISO,Baseline,33.71,94870.51390914152,31.05,0.86,1.8,40.9,13982.589693968619,4.691239263051951,0.0,-1.05,2.952
2025-10-09,CAISO,Baseline,38.11,107461.00714293432,35.18,1.54,1.39,40.9,25025.85299241033,6.414152808809938,0.0,0.74,2.952
2025-10-10,CAISO,Baseline,35.86,103425.56838567814,33.42,1.4,1.03,41.5,23405.440055170842,3.341880538323119,0.0,-0.82,2.952
2025-10-11,CAISO,Baseline,33.96,85199.8179134759,30.75,2.04,1.17,41.8,26223.824108137855,6.089965142827211,0.0,1.35,2.952
2025-10-12,CAISO,Baseline,38.93,105175.5699377757,35.39,2.29,1.24,41.3,14329.946909351263,4.74133468610826,0.0,1.11,2.952
2025-10-13,CAISO,Baseline,37.37,103109.5108424044,34.16,1.85,1.35,41.2,7440.937162915877,7.067130626902051,0.0,2.02,2.952
2025-10-14,CAISO,Baseline,39.53,115842.42431466257,35.9,2.23,1.4,41.3,7215.27612731451,5.532423016653677,0.0,0.78,2.952
2025-10-15,CAISO,Baseline,38.85,112509.9762607223,36.97,0.51,1.38,41.3,19783.522522058054,7.782765156114417,0.0,-0.8,2.952
2025-10-16,CAISO,Baseline,38.73,105272.10813499491,34.93,2.7,1.1,41.6,19922.42504362601,5.212996171290577,0.0,0.44,2.952
2025-10-17,CAISO,Baseline,40.34,115757.4086378077,36.55,2.73,1.06,40.9,5854.06454541015,6.933619134115689,0.0,1.06,2.952
2025-10-18,CAISO,Baseline,35.61,100097.42232231653,34.13,0.59,0.89,40.0,10932.35347329898,5.605506116908167,0.0,0.65,2.952
2025-10-19,CAISO,Baseline,36.7,104706.08022244385,32.93,2.91,0.85,40.8,28422.210206297117,7.7093790063062695,0.0,-0.55,2.952
2025-10-20,CAISO,Baseline,31.52,97307.89168971358,29.63,1.03,0.87,41.1,21051.646747746334,9.176042531031204,0.0,-0.52,2.952
2025-10-21,CAISO,Baseline,37.9,102899.77504327048,34.06,2.17,1.67,40.6,25862.38461892515,8.537694017276488,0.0,1.21,2.952
2025-10-22,CAISO,Baseline,31.97,94745.59630952594,29.67,1.65,0.65,42.0,17190.941962227018,9.72370247332881,0.0,1.45,2.952
2025-10-23,CAISO,Baseline,36.86,115204.63391599084,34.13,1.4,1.34,41.0,22111.136432335737,6.748185574865493,0.0,1.6,2.952
2025-10-24,CAISO,Baseline,36.93,101879.68085920151,33.1,2.6,1.22,40.4,24501.889544529276,5.4397758982373805,0.0,0.96,2.952
2025-10-25,CAISO,Baseline,35.09,105909.45375765326,32.42,2.12,0.55,41.5,15373.671591845861,6.4860630296410875,0.0,1.77,2.952
2025-10-26,CAISO,Baseline,36.78,103076.41777965224,34.49,1.79,0.5,41.0,23519.549310276856,5.5791200234109155,0.0,-0.05,2.952
2025-10-27,CAISO,Baseline,39.11,101338.56552384522,36.09,1.51,1.5,40.7,25929.416439470562,9.837697283846047,0.0,0.14,2.952
2025-10-28,CAISO,Baseline,35.79,95746.57723489124,32.79,1.92,1.07,40.8,22323.152070164946,5.126760355762766,0.0,0.25,2.952
2025-10-29,CAISO,Baseline,34.56,96936.76046945273,31.25,2.69,0.62,41.2,29668.620559621104,11.61354067105454,0.0,0.46,2.952
2025-10-30,CAISO,Baseline,36.13,106487.7913337471,33.21,2.19,0.73,40.4,20161.48710376934,7.111770556548596,0.0,-0.35,2.952
2025-10-31,CAISO,Baseline,39.3,103834.85379115264,36.16,1.75,1.4,40.9,11151.901182559015,9.253777004076348,0.0,1.3,2.952
2025-11-01,CAISO,Baseline,35.34,95496.7502856101,32.03,2.18,1.14,40.4,14305.59140495279,8.773928016911722,0.0,2.08,2.697
2025-11-02,CAISO,Baseline,39.36,106527.46277308633,35.97,2.45,0.95,40.8,22655.696024434357,10.540139355610677,0.0,-0.13,2.697
2025-11-03,CAISO,Baseline,35.3,95732.70512737738,32.18,2.49,0.64,41.2,24581.666333566533,6.189942730689907,0.0,-1.36,2.697
2025-11-04,CAISO,Baseline,32.97,99189.7880983023,31.7,0.18,1.09,41.2,26562.00725375677,12.964064000633545,0.0,0.43,2.697
2025-11-05,CAISO,Baseline,36.73,108496.50715649378,33.64,1.74,1.35,40.6,11873.750626591398,6.61409405568293,0.0,1.29,2.697
2025-11-06,CAISO,Baseline,34.96,101836.85124425433,32.62,1.86,0.49,40.4,20415.681130310088,9.277643546278421,0.0,0.34,2.697
2025-11-07,CAISO,Baseline,37.56,103216.6433360062,34.43,1.65,1.48,40.4,6563.321402271686,10.428054577698912,0.0,1.33,2.697
2025-11-08,CAISO,Baseline,37.42,106913.02753770204,35.11,1.36,0.95,40.8,25220.77742622961,8.558582638441381,0.0,0.59,2.697
2025-11-09,CAISO,Baseline,31.38,88911.74329132398,30.07,0.59,0.72,40.7,32078.492849677157,7.352412516846659,0.0,0.62,2.697
2025-11-10,CAISO,Baseline,37.59,96871.14221437802,34.8,1.99,0.8,40.3,31305.891135421025,7.715342095001278,0.0,0.04,2.697
2025-11-11,CAISO,Baseline,34.7,93016.2494499686,33.34,0.59,0.77,40.3,27707.527034836337,14.474269098880061,0.0,0.96,2.697
2025-11-12,CAISO,Baseline,34.45,103588.42536101119,32.72,0.89,0.83,41.3,18619.54064456421,11.306046182897212,0.0,1.38,2.697
2025-11-13,CAISO,Baseline,36.26,109008.77390052254,33.16,1.98,1.12,41.8,27264.79003163133,12.46352785787774,0.0,1.2,2.697
2025-11-14,CAISO,Baseline,36.31,97930.35866971209,31.66,3.69,0.96,40.3,27225.669697187204,10.008479404115134,0.0,-0.62,2.697
2025-11-15,CAISO,Baseline,34.63,99620.02030196581,31.64,2.11,0.88,40.8,8527.344159918852,10.984361476193314,0.0,1.05,2.697
2025-11-16,CAISO,Baseline,39.61,100521.87505232895,35.23,2.74,1.64,40.5,7972.627091601475,10.265124432042775,0.0,-0.49,2.697
2025-11-17,CAISO,Baseline,33.46,96949.32878361568,31.31,0.83,1.32,40.7,9565.652969975961,10.121415015795353,0.0,0.68,2.697
2025-11-18,CAISO,Baseline,39.49,112103.82114666452,36.39,2.22,0.87,40.6,21838.865569387057,10.380678410368365,0.0,-0.89,2.697
2025-11-19,CAISO,Baseline,35.79,93714.43895528943,32.53,1.97,1.29,40.5,19473.43238262111,10.231513985106393,0.0,1.31,2.697
2025-11-20,CAISO,Baseline,37.97,106584.5158278351,34.02,2.79,1.15,40.2,17894.332426795405,13.82002946811468,0.0,0.5,2.697
2025-11-21,CAISO,Baseline,36.14,106709.26568524286,33.33,2.26,0.55,40.3,15240.00301277878,11.097037138616708,0.0,1.72,2.697
2025-11-22,CAISO,Baseline,35.68,105082.88804957007,33.03,1.54,1.1,40.0,28679.85158956111,9.96058407564597,0.0,0.26,2.697
2025-11-23,CAISO,Baseline,36.01,92125.14115901929,32.35,2.39,1.27,40.3,16576.560208565003,10.08825467084645,0.0,0.29,2.697
2025-11-24,CAISO,Baseline,35.28,101276.0576605379,32.14,1.77,1.36,40.4,20439.16265010548,11.523140379212121,0.0,0.19,2.697
2025-11-25,CAISO,Baseline,37.05,92019.90761929787,34.23,1.85,0.97,40.7,19497.437548586568,12.579102127284218,0.0,-0.34,2.697
2025-11-26,CAISO,Baseline,35.35,103425.08630222527,31.97,2.53,0.85,41.3,15385.034719061496,12.749898378365813,0.0,1.96,2.697
2025-11-27,CAISO,Baseline,40.71,116395.6307368725,37.57,1.82,1.32,40.6,12516.81001908248,10.922270638304933,0.0,0.99,2.697
2025-11-28,CAISO,Baseline,40.42,114787.11198674227,36.21,2.51,1.7,39.8,5910.999721709983,11.209949342452747,0.0,1.11,2.697
2025-11-29,CAISO,Baseline,35.64,103408.82078783933,33.65,1.27,0.72,40.2,23448.76886949995,14.388460336660968,0.0,0.82,2.697
2025-11-30,CAISO,Baseline,38.21,96450.03340497942,34.04,2.81,1.36,40.6,28081.03666688344,11.96427411810276,0.0,0.2,2.697
2025-12-01,CAISO,Baseline,35.35,88100.45276850111,32.81,1.42,1.13,41.0,10988.751075276457,12.644625621706115,0.0,0.17,2.979
2025-12-02,CAISO,Baseline,40.25,105987.0997265104,36.27,2.64,1.34,40.6,14423.139781107948,9.06965297481927,0.0,1.17,2.979
2025-12-03,CAISO,Baseline,36.86,99960.40914225962,33.12,2.51,1.22,40.7,12278.176124707506,11.942023310727526,0.0,-0.0,2.979
2025-12-04,CAISO,Baseline,38.85,106873.51079501127,35.2,2.25,1.41,41.1,26335.656571864303,10.691175140294934,0.0,-1.03,2.979
2025-12-05,CAISO,Baseline,37.61,99227.88228990536,34.43,2.16,1.02,39.6,12302.493172989789,11.156702341762236,0.0,0.21,2.979
2025-12-06,CAISO,Baseline,39.03,107065.86360823766,35.14,2.87,1.01,40.0,29012.474855010478,12.244592884245824,0.0,-0.78,2.979
2025-12-07,CAISO,Baseline,38.37,114814.75858069459,34.6,2.52,1.25,40.3,26651.21459771577,12.341803065785943,0.0,0.43,2.979
